Entry,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
790,Articuno,4,Docile,Chesto Berry,Blizzard,Double-Edge,Rest,Reflect,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/269/236/289/286/206,206,165/137/120/147/145/105,105,
791,Zapdos,4,Docile,Shell Bell,Thunderbolt,Drill Peck,Thunder Wave,Light Screen,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/279/206/349/216/236,236,165/142/105/177/110/120,120,
792,Moltres,4,Quiet,White Herb,Overheat,Double-Edge,Steel Wing,Safeguard,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/299/216/383/206/194,194,165/152/110/194/105/99,99,
632,Starmie,3,Modest,Lum Berry,Surf,Psychic,Thunderbolt,Ice Beam,Illuminate / Natural Cure, 0 / 0 / 0 /255/ 0 /255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,
794,Entei,4,Modest,King's Rock,Flamethrower,Bite,Double Team,Reflect,Pressure, 0 / 0 / 0 /255/ 0 /255,371/239/206/306/186/299,299,190/121/105/156/95/152,152,
795,Suicune,4,Modest,BrightPowder,Surf,Ice Beam,Bite,Reflect,Pressure, 0 / 0 / 0 /255/ 0 /255,341/167/266/306/266/269,269,175/85/135/156/135/137,137,
796,Regirock,4,Careful,Leftovers,Rock Slide,Brick Break,Double Team,Thunder Wave,Clear Body,170/170/ 0 / 0 /170/ 0 ,343/278/436/122/305/136,136,176/141/220/63/155/70,70,
797,Regice,4,Bold,Leftovers,Ice Beam,Hail,Double Team,Thunder Wave,Clear Body,255/ 0 /255/ 0 / 0 / 0 ,364/122/328/236/436/136,136,187/63/167/120/220/70,70,
798,Registeel,4,Impish,Leftovers,AncientPower,Earthquake,Double Team,Thunder Wave,Clear Body,170/ 0 /170/ 0 /170/ 0 ,343/186/415/167/378/136,136,176/95/210/85/191/70,70,
799,Latias,4,Docile,Leftovers,Mist Ball,Shadow Ball,Charm,Reflect,Levitate,170/170/ 0 /170/ 0 / 0 ,343/238/216/298/296/256,256,176/121/110/151/150/130,130,
800,Latios,4,Modest,Lum Berry,Luster Purge,Thunderbolt,Ice Beam,Dragon Claw,Levitate,255/ 0 / 0 /255/ 0 / 0 ,364/194/196/394/256/256,256,187/99/100/200/130/130,130,
801,Gengar,5,Modest,BrightPowder,Psychic,Shadow Ball,Thunderbolt,Fire Punch,Levitate, 0 / 0 / 0 /255/ 0 /255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,
802,Gengar,6,Modest,BrightPowder,Psychic,Shadow Ball,Thunderbolt,Ice Punch,Levitate, 0 / 0 / 0 /255/ 0 /255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,
803,Gengar,7,Modest,Lum Berry,Psychic,Thunderbolt,Fire Punch,Destiny Bond,Levitate, 0 / 0 / 0 /255/ 0 /255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,
804,Gengar,8,Modest,Lum Berry,Psychic,Thunderbolt,Ice Punch,Destiny Bond,Levitate, 0 / 0 / 0 /255/ 0 /255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,
805,Ursaring,5,Adamant,Choice Band,Mega Kick,Aerial Ace,Rock Slide,Brick Break,Guts,255/255/ 0 / 0 / 0 / 0 ,384/394/186/167/186/146,146,197/200/95/85/95/75,75,
806,Ursaring,6,Adamant,Focus Band,Hyper Beam,Yawn,Swords Dance,Double Team,Guts,255/255/ 0 / 0 / 0 / 0 ,384/394/186/167/186/146,146,197/200/95/85/95/75,75,
807,Ursaring,7,Docile,Quick Claw,Facade,Earthquake,Crunch,Bulk Up,Guts,170/170/ 0 /170/ 0 / 0 ,363/338/186/228/186/146,146,186/171/95/116/95/75,75,
808,Ursaring,8,Docile,Quick Claw,Facade,Earthquake,Crunch,Brick Break,Guts,170/170/ 0 /170/ 0 / 0 ,363/338/186/228/186/146,146,186/171/95/116/95/75,75,
809,Machamp,5,Adamant,Scope Lens,Cross Chop,Double-Edge,Earthquake,Rock Slide,Guts,255/255/ 0 / 0 / 0 / 0 ,384/394/196/149/206/146,146,197/200/100/76/105/75,75,
810,Machamp,6,Adamant,Focus Band,Cross Chop,Earthquake,Counter,Rock Tomb,Guts,255/255/ 0 / 0 / 0 / 0 ,384/394/196/149/206/146,146,197/200/100/76/105/75,75,
811,Machamp,7,Adamant,BrightPowder,Focus Punch,Substitute,Attract,Double Team,Guts,255/255/ 0 / 0 / 0 / 0 ,384/394/196/149/206/146,146,197/200/100/76/105/75,75,
812,Machamp,8,Adamant,Focus Band,Revenge,Rock Slide,Facade,Counter,Guts,255/255/ 0 / 0 / 0 / 0 ,384/394/196/149/206/146,146,197/200/100/76/105/75,75,
813,Gardevoir,5,Docile,Salac Berry,Psychic,Shadow Ball,Endure,Destiny Bond,Synchronize / Trace,170/ 0 /170/ 0 / 0 /170,319/166/208/286/266/238,238,164/85/106/145/135/121,121,
814,Gardevoir,6,Timid,Lum Berry,Psychic,Thunderbolt,Will-O-Wisp,Destiny Bond,Synchronize / Trace,255/ 0 / 0 / 0 / 0 /255,340/149/166/286/266/284,284,175/76/85/145/135/145,145,
815,Gardevoir,7,Bold,Quick Claw,Psychic,Calm Mind,Will-O-Wisp,Destiny Bond,Synchronize / Trace,170/ 0 /170/ 0 /170/ 0 ,319/149/228/286/308/196,196,164/76/117/145/156/100,100,
816,Gardevoir,8,Modest,BrightPowder,Psychic,Magical Leaf,Attract,Double Team,Synchronize / Trace, 0 / 0 / 0 /255/ 0 /255,277/149/166/383/266/259,259,143/76/85/194/135/132,132,
728,Starmie,4,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Recover,Illuminate / Natural Cure, 0 / 0 / 0 /255/ 0 /255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,
818,Starmie,6,Calm,Leftovers,Surf,Confuse Ray,Thunder Wave,Recover,Illuminate / Natural Cure,170/ 0 /170/ 0 /170/ 0 ,303/167/248/236/272/266,266,156/85/126/120/139/135,135,
817,Starmie,5,Modest,Lum Berry,Surf,Psychic,Recover,Light Screen,Illuminate / Natural Cure, 0 / 0 / 0 /255/ 0 /255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,
819,Starmie,7,Modest,BrightPowder,Psychic,Ice Beam,Cosmic Power,Recover,Illuminate / Natural Cure, 0 / 0 / 0 /255/ 0 /255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,
821,Lapras,5,Docile,Shell Bell,Psychic,Thunderbolt,Iron Tail,Double-Edge,Water Absorb / Shell Armor, 0 /255/ 0 /255/ 0 / 0 ,401/269/196/269/226/156,156,205/137/100/137/115/80,80,
822,Lapras,6,Modest,BrightPowder,Hydro Pump,Thunder,Rain Dance,Blizzard,Water Absorb / Shell Armor,255/ 0 / 0 /255/ 0 / 0 ,464/185/196/295/226/156,156,237/94/100/150/115/80,80,
823,Lapras,7,Calm,Leppa Berry,Sheer Cold,Horn Drill,Rest,Sleep Talk,Water Absorb / Shell Armor,170/ 0 /170/ 0 /170/ 0 ,443/185/238/206/294/156,156,226/94/121/105/150/80,80,
824,Lapras,8,Calm,Quick Claw,Sheer Cold,Horn Drill,Sing,Attract,Water Absorb / Shell Armor,170/ 0 /170/ 0 /170/ 0 ,443/185/238/206/294/156,156,226/94/121/105/150/80,80,
825,Snorlax,5,Adamant,Quick Claw,Mega Kick,Shadow Ball,Brick Break,Counter,Immunity / Thick Fat, 0 /255/255/ 0 / 0 / 0 ,461/350/229/149/256/96,96,235/178/117/76/130/50,50,
826,Snorlax,6,Adamant,Leftovers,Earthquake,Shadow Ball,Brick Break,Counter,Immunity / Thick Fat, 0 /255/255/ 0 / 0 / 0 ,461/350/229/149/256/96,96,235/178/117/76/130/50,50,
827,Snorlax,7,Adamant,Quick Claw,Hyper Beam,Shadow Ball,Earthquake,Curse,Immunity / Thick Fat,170/ 0 /170/ 0 /170/ 0 ,503/281/208/149/298/96,96,256/143/106/76/151/50,50,
828,Snorlax,8,Adamant,Chesto Berry,Return,Shadow Ball,Belly Drum,Rest,Immunity / Thick Fat,170/ 0 /170/ 0 /170/ 0 ,503/281/208/149/298/96,96,256/143/106/76/151/50,50,
829,Salamence,5,Adamant,BrightPowder,Facade,Earthquake,Rock Slide,Dragon Dance,Intimidate,170/ 0 /170/ 0 /170/ 0 ,373/336/238/230/238/236,236,191/171/121/117/121/120,120,
830,Salamence,6,Hardy,Lum Berry,Headbutt,Aerial Ace,Crunch,Dragon Dance,Intimidate,170/ 0 /170/ 0 /170/ 0 ,373/306/238/256/238/236,236,191/155/121/130/121/120,120,
831,Salamence,7,Modest,Lum Berry,Flamethrower,Dragon Claw,Crunch,Brick Break,Intimidate, 0 / 0 / 0 /255/ 0 /255,331/275/196/350/196/299,299,170/139/100/178/100/152,152,
832,Salamence,8,Modest,Leftovers,Flamethrower,Dragon Claw,Crunch,Attract,Intimidate, 0 / 0 / 0 /255/ 0 /255,331/275/196/350/196/299,299,170/139/100/178/100/152,152,
833,Metagross,5,Jolly,Quick Claw,Explosion,Earthquake,Rock Slide,Brick Break,Clear Body,170/170/ 0 / 0 / 0 /170,343/348/296/203/216/239,239,176/176/150/103/110/122,122,
834,Metagross,6,Hardy,BrightPowder,Meteor Mash,Psychic,Ice Punch,ThunderPunch,Clear Body, 0 /255/ 0 /255/ 0 / 0 ,301/369/296/289/216/176,176,155/187/150/147/110/90,90,
835,Metagross,7,Hardy,Shell Bell,Earthquake,Shadow Ball,Ice Punch,ThunderPunch,Clear Body, 0 /255/ 0 /255/ 0 / 0 ,301/369/296/289/216/176,176,155/187/150/147/110/90,90,
836,Metagross,8,Adamant,Quick Claw,Meteor Mash,Earthquake,Brick Break,Explosion,Clear Body,170/170/ 0 / 0 / 0 /170,343/382/296/203/216/218,218,176/194/150/103/110/111,111,
837,Regirock,5,Adamant,Quick Claw,Hyper Beam,Focus Punch,Rock Slide,Double Team,Clear Body,255/255/ 0 / 0 / 0 / 0 ,364/328/436/122/236/136,136,187/167/220/63/120/70,70,
838,Regirock,6,Adamant,BrightPowder,Swagger,Psych Up,Rock Slide,Explosion,Clear Body,255/ 0 / 0 / 0 /255/ 0 ,364/259/436/122/299/136,136,187/132/220/63/152/70,70,
839,Regice,5,Brave,Leftovers,Earthquake,Ice Beam,Curse,Counter,Clear Body,170/ 0 /170/170/ 0 / 0 ,343/149/278/278/436/122,122,176/77/141/141/220/63,63,
840,Regice,6,Modest,Chesto Berry,Ice Beam,Thunderbolt,Sleep Talk,Rest,Clear Body,255/ 0 / 0 /255/ 0 / 0 ,364/122/236/328/436/136,136,187/63/120/167/220/70,70,
841,Registeel,5,Adamant,Leftovers,Focus Punch,Substitute,Toxic,Double Team,Clear Body,170/ 0 /170/ 0 /170/ 0 ,343/204/378/167/378/136,136,176/105/191/85/191/70,70,
842,Registeel,6,Adamant,White Herb,Superpower,Aerial Ace,Swagger,Psych Up,Clear Body,170/ 0 /170/ 0 /170/ 0 ,343/204/378/167/378/136,136,176/105/191/85/191/70,70,
843,Latias,5,Modest,BrightPowder,Dragon Claw,Thunder Wave,Calm Mind,Recover,Levitate,170/ 0 /170/ 0 /170/ 0 ,343/176/258/281/338/256,256,176/90/131/143/171/130,130,
844,Latias,6,Modest,Shell Bell,Mist Ball,Dragon Claw,Attract,Thunder Wave,Levitate,255/ 0 / 0 /255/ 0 / 0 ,364/176/216/350/296/256,256,187/90/110/178/150/130,130,
845,Latias,7,Adamant,Leftovers,Earthquake,Shadow Ball,Swagger,Psych Up,Levitate,255/ 0 /255/ 0 / 0 / 0 ,364/215/279/230/296/256,256,187/110/142/117/150/130,130,
846,Latias,8,Docile,King's Rock,Psychic,Shadow Ball,Earthquake,Aerial Ace,Levitate, 0 /170/ 0 /170/ 0 /170,301/238/216/298/296/298,298,155/121/110/151/150/151,151,
847,Latios,5,Modest,BrightPowder,Dragon Claw,Thunder Wave,Calm Mind,Recover,Levitate,170/ 0 /170/ 0 /170/ 0 ,343/194/238/325/298/256,256,176/99/121/165/151/130,130,
848,Latios,6,Docile,Shell Bell,Luster Purge,Shadow Ball,Dragon Claw,Thunder Wave,Levitate, 0 /255/ 0 /255/ 0 / 0 ,301/279/196/359/256/256,256,155/142/100/182/130/130,130,
849,Latios,7,Adamant,BrightPowder,Earthquake,Shadow Ball,Dragon Dance,Recover,Levitate,255/ 0 /255/ 0 / 0 / 0 ,364/237/259/266/256/256,256,187/121/132/135/130/130,130,
850,Latios,8,Docile,King's Rock,Psychic,Shadow Ball,Earthquake,Aerial Ace,Levitate, 0 /170/ 0 /170/ 0 /170,301/258/196/338/256/298,298,155/131/100/171/130/151,151,
851,Dragonite,1,Adamant,BrightPowder,Earthquake,Aerial Ace,Brick Break,Dragon Dance,Inner Focus,170/ 0 /170/ 0 /170/ 0 ,365/334/268/212/278/196,196,187/169/136/108/141/100,100,
852,Dragonite,2,Adamant,BrightPowder,Earthquake,Double-Edge,Aerial Ace,Dragon Dance,Inner Focus,170/ 0 /170/ 0 /170/ 0 ,365/334/268/212/278/196,196,187/169/136/108/141/100,100,
853,Dragonite,3,Adamant,Leftovers,Hyper Beam,Attract,Double Team,Thunder Wave,Inner Focus, 0 /170/170/ 0 /170/ 0 ,323/380/268/212/278/196,196,166/193/136/108/141/100,100,
854,Dragonite,4,Adamant,Chesto Berry,Hyper Beam,Thunder Wave,Dragon Dance,Rest,Inner Focus,170/ 0 /170/ 0 /170/ 0 ,365/334/268/212/278/196,196,187/169/136/108/141/100,100,
855,Dragonite,5,Docile,Lum Berry,Outrage,Double-Edge,Thunder Wave,Roar,Inner Focus, 0 /255/ 0 /255/ 0 / 0 ,323/367/226/299/236/196,196,166/186/115/152/120/100,100,
856,Dragonite,6,Modest,Shell Bell,Dragon Claw,Thunderbolt,Surf,Flamethrower,Inner Focus, 0 / 0 / 0 /255/ 0 /255,323/273/226/328/236/259,259,166/139/115/167/120/132,132,
857,Dragonite,7,Modest,Shell Bell,Dragon Claw,Thunderbolt,Surf,Ice Beam,Inner Focus, 0 / 0 / 0 /255/ 0 /255,323/273/226/328/236/259,259,166/139/115/167/120/132,132,
858,Dragonite,8,Modest,Shell Bell,Dragon Claw,Flamethrower,Ice Beam,Brick Break,Inner Focus, 0 / 0 / 0 /255/ 0 /255,323/273/226/328/236/259,259,166/139/115/167/120/132,132,
859,Dragonite,9,Docile,Quick Claw,Thunder,Surf,Rain Dance,Earthquake,Inner Focus,255/ 0 / 0 /255/ 0 / 0 ,386/304/226/299/236/196,196,198/154/115/152/120/100,100,
860,Dragonite,10,Docile,Quick Claw,Fire Blast,Blizzard,Sunny Day,Earthquake,Inner Focus,255/ 0 / 0 /255/ 0 / 0 ,386/304/226/299/236/196,196,198/154/115/152/120/100,100,
861,Tyranitar,1,Hardy,BrightPowder,Earthquake,Aerial Ace,Thunderbolt,Surf,Sand Stream, 0 /255/ 0 /255/ 0 / 0 ,341/367/256/289/236/158,158,175/186/130/147/120/81,81,
862,Tyranitar,2,Hardy,BrightPowder,Earthquake,Rock Slide,Crunch,Thunderbolt,Sand Stream, 0 /255/ 0 /255/ 0 / 0 ,341/367/256/289/236/158,158,175/186/130/147/120/81,81,
863,Tyranitar,3,Adamant,Focus Band,Earthquake,Rock Slide,Counter,Dragon Dance,Sand Stream,170/ 0 /170/ 0 /170/ 0 ,383/334/298/203/278/158,158,196/169/151/103/141/81,81,
864,Tyranitar,4,Modest,Quick Claw,Crunch,Ice Beam,Thunderbolt,Flamethrower,Sand Stream,255/ 0 / 0 /255/ 0 / 0 ,404/273/256/317/236/158,158,207/139/130/161/120/81,81,
865,Tyranitar,5,Adamant,Chesto Berry,Earthquake,Rock Slide,Dragon Dance,Rest,Sand Stream,170/ 0 /170/ 0 /170/ 0 ,383/334/298/203/278/158,158,196/169/151/103/141/81,81,
866,Tyranitar,6,Adamant,Chesto Berry,Earthquake,Rock Slide,Curse,Rest,Sand Stream,170/ 0 /170/ 0 /170/ 0 ,383/334/298/203/278/158,158,196/169/151/103/141/81,81,
867,Tyranitar,7,Adamant,Quick Claw,Rock Slide,Aerial Ace,Brick Break,Curse,Sand Stream,255/255/ 0 / 0 / 0 / 0 ,404/403/256/203/236/158,158,207/204/130/103/120/81,81,
868,Tyranitar,8,Adamant,Lum Berry,Rock Slide,Thunder Wave,Dragon Dance,Rest,Sand Stream,170/ 0 /170/ 0 /170/ 0 ,383/334/298/203/278/158,158,196/169/151/103/141/81,81,
869,Tyranitar,9,Hardy,Quick Claw,Crunch,Earthquake,Aerial Ace,Attract,Sand Stream, 0 /255/ 0 /255/ 0 / 0 ,341/367/256/289/236/158,158,175/186/130/147/120/81,81,
870,Tyranitar,10,Adamant,Lum Berry,Double-Edge,Earthquake,Rock Slide,Dragon Dance,Sand Stream,170/ 0 /170/ 0 /170/ 0 ,383/334/298/203/278/158,158,196/169/151/103/141/81,81,
871,Articuno,5,Docile,Focus Band,Blizzard,Double-Edge,Agility,Swagger,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/269/236/289/286/206,206,165/137/120/147/145/105,105,
872,Articuno,6,Docile,Chesto Berry,Ice Beam,Aerial Ace,Reflect,Rest,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/269/236/289/286/206,206,165/137/120/147/145/105,105,
873,Zapdos,5,Docile,Scope Lens,Thunderbolt,Drill Peck,Double-Edge,Thunder Wave,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/279/206/349/216/236,236,165/142/105/177/110/120,120,
874,Zapdos,6,Docile,Lum Berry,Thunder,Drill Peck,Rain Dance,Double-Edge,Pressure, 0 /170/ 0 /170/ 0 /170,321/258/206/328/216/278,278,165/131/105/166/110/141,141,
875,Moltres,5,Docile,White Herb,Overheat,Sunny Day,Swagger,Facade,Pressure, 0 / 0 / 0 /255/ 0 /255,321/236/216/349/206/279,279,165/120/110/177/105/142,142,
876,Moltres,6,Docile,White Herb,Overheat,Double-Edge,Aerial Ace,Steel Wing,Pressure, 0 /255/ 0 /255/ 0 / 0 ,321/299/216/349/206/216,216,165/152/110/177/105/110,110,
820,Starmie,8,Modest,BrightPowder,Surf,Thunderbolt,Cosmic Power,Recover,Illuminate / Natural Cure, 0 / 0 / 0 /255/ 0 /255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,
878,Raikou,6,Modest,Chesto Berry,Thunderbolt,Calm Mind,Substitute,Rest,Pressure,255/ 0 /255/ 0 / 0 / 0 ,384/185/249/292/236/266,266,197/94/127/149/120/135,135,
879,Entei,5,Docile,Salac Berry,Fire Blast,Double-Edge,Endure,Reflect,Pressure, 0 / 0 /255/ 0 /255/ 0 ,371/266/269/216/249/236,236,190/135/137/110/127/120,120,
880,Entei,6,Modest,Chesto Berry,Flamethrower,Calm Mind,Roar,Rest,Pressure, 0 / 0 /255/ 0 /255/ 0 ,371/239/269/237/249/236,236,190/121/137/121/127/120,120,
881,Suicune,5,Modest,Lum Berry,Surf,Ice Beam,Calm Mind,Icy Wind,Pressure,255/ 0 / 0 /255/ 0 / 0 ,404/167/266/306/266/206,206,207/85/135/156/135/105,105,
882,Suicune,6,Modest,Chesto Berry,Surf,Ice Beam,Calm Mind,Rest,Pressure,170/ 0 /170/ 0 /170/ 0 ,383/167/308/237/308/206,206,196/85/156/121/156/105,105,
,,,,,,,,,,,,,,,
Anabel Silver,Alakazam,Silver,Modest,BrightPowder,ThunderPunch,Fire Punch,Ice Punch,Disable,Synchronize / Inner Focus,106/ 0 /152/100/ 0 /152 ,270/116/157/356/199/307,307,140/60/81/180/102/156,156,24
Anabel Silver,Entei,Silver,Lonely,Lum Berry,Fire Blast,Calm Mind,Return,Roar,Pressure,100/152/152/100/ 6 / 0  ,389/326/213/234/180/229,229,199/166/108/119/92/117,117,24
Anabel Silver,Snorlax,Silver,Adamant,Quick Claw,Body Slam,Belly Drum,Yawn,Shadow Ball,Immunity / Thick Fat,152/152/ 0 /106/100/0 ,492/315/159/166/274/89,89,251/160/82/85/139/47,47,24
,,,,,,,,,,,,,,,
Anabel Gold,Raikou,Gold,Modest,Lum Berry,Thunderbolt,Calm Mind,Reflect,Rest,Pressure,158/ 0 /252/ 0 / 0 /100 ,360/185/249/292/236/291,291,185/94/127/149/120/148,148,31
Anabel Gold,Latios,Gold,Modest,BrightPowder,Psychic,Calm Mind,Recover,Dragon Claw,Levitate,252/ 0 /252/ 0 / 0 / 6  ,364/194/259/325/256/257,257,187/99/132/165/130/131,131,31
Anabel Gold,Snorlax,Gold,Adamant,Chesto Berry,Curse,Return,Rest,Shadow Ball,Immunity / Thick Fat,252/252/ 0 / 6 / 0 / 0  ,524/350/166/150/256/96,96,267/178/85/77/130/50,50,31
,,,,,,,,,,,,,,,
Tucker Silver,Swampert,Silver,Brave,Focus Band,Surf,Earthquake,Ice Beam,Counter,Intimidate,152/152/106/100/ 0 / 0  ,368/311/231/220/205/130,130,189/158/118/112/105/67,67,20
Tucker Silver,Salamence,Silver,Adamant,Lum Berry,Earthquake,Brick Break,Dragon Claw,Aerial Ace,Blaze,152/152/106/ 0 / 0 /100 ,358/366/211/220/185/250,250,184/185/108/112/95/127,127,20
Tucker Silver,Charizard,Silver,Quiet,White Herb,Overheat,Rock Slide,Aerial Ace,Earthquake,Torrent,100/152/106/ 0 / 0 /152 ,311/231/207/267/195/236,236,160/118/106/136/100/120,120,20
,,,,,,,,,,,,,,,
Tucker Gold,Swampert,Gold,Brave,Leftovers,Surf,Earthquake,Ice Beam,Mirror Coat,Torrent,252/252/ 6 / 0 / 0 / 0  ,404/350/217/206/216/140,140,207/178/111/105/110/72,72,31
Tucker Gold,Metagross,Gold,Brave,Quick Claw,Psychic,Meteor Mash,Earthquake,Protect,Clear Body,252/252/ 6 / 0 / 0 / 0  ,364/405/297/226/216/158,158,187/205/151/115/110/81,81,31
Tucker Gold,Latias,Gold,Modest,Chesto Berry,Thunderbolt,Psychic,Calm Mind,Rest,Levitate,252/ 0 /252/ 0 / 0 / 6  ,364/176/279/281/296/257,257,187/90/142/143/150/131,131,31
,,,,,,,,,,,,,,,
Spenser Silver,Crobat,Silver,Adamant,BrightPowder,Confuse Ray,Double Team,Toxic,Fly,Inner Focus,152/ 0 / 0 /100/106/152 ,334/221/181/167/207/319,319,172/113/93/85/106/162,162,16
Spenser Silver,Slaking,Silver,Hardy,Scope Lens,Earthquake,Swagger,Shadow Ball,Brick Break,Truant,152/152/ 0 /100/ 0 /106 ,464/379/221/236/151/247,247,237/192/113/120/78/126,126,16
Spenser Silver,Lapras,Silver,Quiet,Quick Claw,Ice Beam,Horn Drill,Confuse Ray,Protect,Water Absorb / Shell Armor, 0 / 0 /252/106/152/ 0  ,386/191/244/238/249/126,126,198/98/124/122/127/65,65,16
,,,,,,,,,,,,,,,
Spenser Gold,Arcanine,Gold,Hasty,White Herb,Overheat,ExtremeSpeed,Roar,Protect,Flash Fire / Intimidate, 6 /252/252/ 0 / 0 / 0  ,322/319/233/236/196/248,248,166/162/118/120/100/127,127,31
Spenser Gold,Slaking,Gold,Hardy,Scope Lens,Hyper Beam,Earthquake,Shadow Ball,Yawn,Truant, 6 /252/ 0 / 0 / 0 /252 ,442/419/236/226/166/299,299,226/212/120/115/85/152,152,31
Spenser Gold,Suicune,Gold,Hasty,King's Rock,Blizzard,Surf,Bite,Calm Mind,Pressure,252/ 0 /252/ 0 / 0 / 6  ,404/186/296/216/266/227,227,207/95/150/110/135/116,116,31
,,,,,,,,,,,,,,,
Greta Silver,Heracross,Silver,Jolly,Salac Berry,Megahorn,Rock Tomb,Endure,Reversal,Guts / Swarm,106/152/ 0 /0/100/152 ,316/313/175/94/240/256,256,163/159/90/49/122/130,130,20
Greta Silver,Umbreon,Silver,Calm,Leftovers,Body Slam,Confuse Ray,Psychic,Faint Attack,Synchronize,152/ 0 /100/152/106/ 0  ,358/139/270/183/342/155,155,184/72/137/94/173/80,80,20
Greta Silver,Shedinja,Silver,Adamant,BrightPowder,Shadow Ball,Return,Confuse Ray,Aerial Ace,Wonder Guard, 0 /252/ 6 / 0 / 0 /252 ,132/294/116/76/85/168,168,71/150/60/40/45/86,86,20
,,,,,,,,,,,,,,,
Greta Gold,Umbreon,Gold,Calm,Chesto Berry,Double-Edge,Confuse Ray,Rest,Psychic,Synchronize,252/ 0 / 0 /252/ 6 / 0  ,394/149/256/219/326/166,166,202/76/130/112/166/85,85,31
Greta Gold,Gengar,Gold,Modest,Leftovers,Psychic,Hypnosis,Dream Eater,Destiny Bond,Levitate,252/ 0 /252/ 6 / 0 / 0  ,324/149/219/326/186/256,256,167/76/112/166/95/130,130,31
Greta Gold,Breloom,Gold,Jolly,Lum Berry,Spore,Focus Punch,Giga Drain,Headbutt,Effect Spore, 6 /252/ 0 / 0 / 0 /252 ,262/359/196/140/156/262,262,136/182/100/72/80/134,134,31
,,,,,,,,,,,,,,,
Noland Silver,Metang,Silver,Brave,Sitrus Berry,Light Screen,Psychic,Reflect,Metal Claw,Clear Body, 0 /252/252/ 6 / 0 / 0  ,261/273/299/147/196/122,122,135/139/152/76/100/63,63,31
Noland Silver,Skarmory,Silver,Impish,Sitrus Berry,Toxic,Aerial Ace,Protect,Steel Wing,Keen Eye / Sturdy,252/ 0 / 0 / 6 /252/ 0  ,334/196/347/105/239/176,176,172/100/176/54/122/90,90,31
Noland Silver,Aggron,Silver,Adamant,Sitrus Berry,Thunderbolt,Protect,SolarBeam,Dragon Claw,Sturdy / Rock Head, 0 /252/ 0 /252/ 6 / 0  ,281/350/396/197/157/136,136,145/178/200/100/81/70,70,31
,,,,,,,,,,,,,,,
Noland Gold,Metang,Gold,Brave,Sitrus Berry,Light Screen,Psychic,Reflect,Metal Claw,Clear Body, 0 /252/252/ 6 / 0 / 0  ,261/273/299/147/196/122,122,135/139/152/76/100/63,63,31
Noland Gold,Skarmory,Gold,Impish,Sitrus Berry,Toxic,Aerial Ace,Protect,Steel Wing,Keen Eye / Sturdy,252/ 0 / 0 / 6 /252/ 0  ,334/196/347/105/239/176,176,172/100/176/54/122/90,90,31
Noland Gold,Aggron,Gold,Adamant,Sitrus Berry,Thunderbolt,Protect,SolarBeam,Dragon Claw,Sturdy / Rock Head, 0 /252/ 0 /252/ 6 / 0  ,281/350/396/197/157/136,136,145/178/200/100/81/70,70,31
,,,,,,,,,,,,,,,
Lucy Silver,Seviper,Silver,Brave,Quick Claw,Swagger,Crunch,Poison Fang,Giga Drain,Shed Skin,252/ 0 /252/ 6 / 0 / 0  ,335/243/204/222/141/135,135,172/124/104/113/73/70,70,16
Lucy Silver,Shuckle,Silver,Bold,Chesto Berry,Toxic,Sandstorm,Protect,Rest,Sturdy,252/ 0 / 0 /106/252/ 0  ,229/36/529/67/544/31,31,119/20/267/36/274/18,18,16
Lucy Silver,Milotic,Silver,Modest,Leftovers,Ice Beam,Mirror Coat,Surf,Recover,Marvel Scale,152/ 0 /100/152/106/ 0  ,354/126/204/284/297/183,183,182/65/104/145/151/94,94,16
,,,,,,,,,,,,,,,
Lucy Gold,Seviper,Gold,Bold,Focus Band,Swagger,Crunch,Sludge Bomb,Giga Drain,Shed Skin,252/ 0 / 0 /252/ 6 / 0  ,350/212/171/299/157/166,166,180/108/88/152/81/85,85,31
Lucy Gold,Steelix,Gold,Brave,BrightPowder,Earthquake,Rock Slide,Explosion,Screech,Sturdy / Rock Head,252/ 0 / 0 / 6 /252/ 0  ,354/226/436/147/229/86,86,182/116/220/76/117/45,45,31
Lucy Gold,Gyarados,Gold,Adamant,Chesto Berry,Dragon Dance,Return,Roar,Rest,Intimidate,252/ 6 / 0 / 0 /252/ 0  ,394/315/194/140/299/198,198,202/160/99/72/152/101,101,31
,,,,,,,,,,,,,,,
